( 0,  0,  6) -> ( 1,  0,  6)
(67, 55, 368, 267) (72, 64, 378, 261) 62050
(23, 27, 314, 229) (24, 29, 317, 225) 6100

( 3,  0,  6) -> ( 7,  0,  6)
(20, 27, 406, 350) (22, 28, 422, 364) 9035
(21, 14, 221, 332) (24, 18, 208, 346) 5462
(29, 20, 561, 305) (21, 23, 610, 295) 12569
(16, 16, 581, 299) (21, 23, 610, 295) 6508
(67, 35, 368, 287) (74, 39, 380, 290) 31195
(22, 33, 578, 269) (22, 15, 610, 288) 16554
(40, 59, 560, 269) (22, 15, 610, 288) 72846
(26, 24, 403, 267) (25, 31, 419, 263) 11785
(67, 55, 368, 267) (74, 73, 380, 263) 62054
(23, 27, 314, 229) (25, 30, 318, 225) 5269

( 3,  0,  6) -> ( 8,  0,  6)
(20, 27, 406, 350) (23, 35, 422, 366) 11983
(21, 14, 221, 332) (26, 18, 200, 351) 6233
(29, 20, 561, 305) (28, 24, 612, 318) 9852
(16, 16, 581, 299) (28, 24, 612, 318) 4717
(67, 35, 368, 287) (75, 41, 382, 293) 27742
(22, 33, 578, 269) (28, 24, 612, 318) 17189
(40, 59, 560, 269) (28, 24, 612, 318) 71375
(26, 24, 403, 267) (27, 31, 420, 265) 8649
(67, 55, 368, 267) (75, 74, 382, 265) 63394
(23, 27, 314, 229) (26, 31, 316, 225) 7377

( 3,  0,  6) -> ( 9,  0,  6)
(20, 27, 406, 350) (23, 33, 430, 372) 10162
(21, 14, 221, 332) (27, 18, 198, 358) 5493
(67, 35, 368, 287) (78, 41, 387, 295) 31117
(26, 24, 403, 267) (30, 31, 427, 267) 8309
(67, 55, 368, 267) (78, 69, 387, 267) 40156
(23, 27, 314, 229) (28, 33, 319, 224) 6511

( 4,  0,  6) -> ( 5,  0,  6)
(21, 24, 409, 352) (21, 24, 414, 355) 13593
(25, 18, 103, 347) (37, 15, 83, 351) 6311
(32, 18, 98, 347) (37, 15, 83, 351) 7325
(22, 16, 219, 334) (22, 16, 216, 337) 8621
(28, 20, 569, 316) (21, 14, 581, 316) 14214
(12, 23, 599, 293) (14, 20, 593, 309) 5307
(69, 35, 372, 287) (71, 35, 374, 287) 19571
(17, 25, 587, 286) (13, 26, 600, 294) 6773
(18, 17, 579, 281) (19, 19, 589, 277) 4248
(18, 25, 595, 272) (17, 18, 605, 287) 6135
(38, 44, 575, 272) (43, 62, 581, 268) 32285
(23, 23, 408, 268) (24, 29, 411, 262) 10440
(69, 54, 372, 268) (71, 60, 374, 262) 62561
(22, 28, 317, 227) (24, 28, 317, 226) 8853

( 4,  0,  6) -> ( 6,  0,  6)
(21, 24, 409, 352) (21, 23, 417, 360) 9011
(25, 18, 103, 347) (32, 19, 78, 358) 4383
(32, 18, 98, 347) (32, 19, 78, 358) 7235
(22, 16, 219, 334) (23, 17, 212, 341) 9292
(28, 20, 569, 316) (18, 17, 593, 314) 16928
(12, 23, 599, 293) (18, 17, 593, 314) 5708
(69, 35, 372, 287) (72, 36, 378, 289) 31585
(17, 25, 587, 286) (19, 26, 601, 277) 7700
(18, 17, 579, 281) (19, 26, 601, 277) 5391
(18, 25, 595, 272) (19, 26, 601, 277) 8818
(38, 44, 575, 272) (44, 72, 593, 267) 28214
(23, 23, 408, 268) (28, 30, 414, 262) 13983
(69, 54, 372, 268) (72, 64, 378, 261) 83930
(22, 28, 317, 227) (24, 29, 317, 225) 8285

( 4,  0,  6) -> ( 7,  0,  6)
(21, 24, 409, 352) (22, 28, 422, 364) 14731
(25, 18, 103, 347) (20, 22, 37, 363) 4429
(32, 18, 98, 347) (20, 22, 37, 363) 7915
(22, 16, 219, 334) (24, 18, 208, 346) 4900
(28, 20, 569, 316) (28, 20, 602, 315) 16144
(12, 23, 599, 293) (28, 20, 602, 315) 6140
(69, 35, 372, 287) (74, 39, 380, 290) 27403
(17, 25, 587, 286) (22, 15, 610, 288) 8306
(18, 17, 579, 281) (22, 15, 610, 288) 4903
(18, 25, 595, 272) (21, 23, 610, 295) 8900
(38, 44, 575, 272) (22, 15, 610, 288) 40696
(23, 23, 408, 268) (25, 31, 419, 263) 11422
(69, 54, 372, 268) (74, 73, 380, 263) 61350
(22, 28, 317, 227) (25, 30, 318, 225) 8151

( 4,  0,  6) -> ( 8,  0,  6)
(21, 24, 409, 352) (23, 35, 422, 366) 11271
(22, 16, 219, 334) (26, 18, 200, 351) 7622
(28, 20, 569, 316) (28, 24, 612, 318) 18922
(12, 23, 599, 293) (28, 24, 612, 318) 5599
(69, 35, 372, 287) (75, 41, 382, 293) 28954
(17, 25, 587, 286) (28, 24, 612, 318) 8638
(18, 17, 579, 281) (18, 15, 622, 304) 6891
(18, 25, 595, 272) (28, 24, 612, 318) 10038
(38, 44, 575, 272) (28, 24, 612, 318) 34087
(23, 23, 408, 268) (27, 31, 420, 265) 12513
(69, 54, 372, 268) (75, 74, 382, 265) 58452
(22, 28, 317, 227) (26, 31, 316, 225) 10552

( 4,  0,  6) -> ( 9,  0,  6)
(21, 24, 409, 352) (23, 33, 430, 372) 11851
(25, 18, 103, 347) (16, 17, 0, 380) 9018
(32, 18, 98, 347) (16, 17, 0, 380) 8386
(22, 16, 219, 334) (27, 18, 198, 358) 6738
(69, 35, 372, 287) (78, 41, 387, 295) 31502
(23, 23, 408, 268) (30, 31, 427, 267) 14071
(69, 54, 372, 268) (78, 69, 387, 267) 73989
(22, 28, 317, 227) (28, 33, 319, 224) 9287

( 5,  0,  6) -> ( 6,  0,  6)
(21, 24, 414, 355) (21, 23, 417, 360) 11832
(37, 15, 83, 351) (17, 18, 38, 356) 7916
(25, 17, 56, 350) (48, 14, 49, 363) 5382
(67, 28, 53, 342) (17, 18, 38, 356) 38182
(22, 16, 216, 337) (23, 17, 212, 341) 4889
(20, 13, 344, 321) (34, 16, 347, 322) 10699
(21, 14, 581, 316) (18, 17, 593, 314) 5625
(14, 20, 593, 309) (18, 17, 593, 314) 6621
(13, 26, 600, 294) (22, 34, 613, 291) 9171
(17, 18, 605, 287) (18, 15, 600, 296) 6834
(71, 35, 374, 287) (72, 36, 378, 289) 38449
(19, 19, 589, 277) (19, 26, 601, 277) 3806
(23, 27, 601, 268) (19, 26, 601, 277) 12661
(43, 62, 581, 268) (44, 72, 593, 267) 45069
(24, 29, 411, 262) (28, 30, 414, 262) 14770
(71, 60, 374, 262) (72, 64, 378, 261) 46549
(24, 28, 317, 226) (24, 29, 317, 225) 12199

( 5,  0,  6) -> ( 7,  0,  6)
(21, 24, 414, 355) (22, 28, 422, 364) 12140
(37, 15, 83, 351) (20, 22, 37, 363) 7436
(25, 17, 56, 350) (20, 22, 37, 363) 7045
(67, 28, 53, 342) (20, 22, 37, 363) 44755
(22, 16, 216, 337) (24, 18, 208, 346) 6893
(20, 13, 344, 321) (21, 14, 349, 328) 5460
(21, 14, 581, 316) (28, 20, 602, 315) 5681
(14, 20, 593, 309) (28, 20, 602, 315) 6706
(13, 26, 600, 294) (22, 15, 610, 288) 8334
(17, 18, 605, 287) (21, 23, 610, 295) 5707
(71, 35, 374, 287) (74, 39, 380, 290) 32184
(19, 19, 589, 277) (21, 23, 610, 295) 5582
(23, 27, 601, 268) (22, 15, 610, 288) 16005
(43, 62, 581, 268) (22, 15, 610, 288) 80363
(24, 29, 411, 262) (25, 31, 419, 263) 7681
(71, 60, 374, 262) (74, 73, 380, 263) 68267
(24, 28, 317, 226) (25, 30, 318, 225) 6074

( 5,  0,  6) -> ( 8,  0,  6)
(21, 24, 414, 355) (23, 35, 422, 366) 9434
(22, 16, 216, 337) (26, 18, 200, 351) 5315
(20, 13, 344, 321) (21, 13, 348, 333) 5394
(21, 14, 581, 316) (28, 24, 612, 318) 7166
(14, 20, 593, 309) (28, 24, 612, 318) 6538
(13, 26, 600, 294) (18, 15, 622, 304) 8029
(17, 18, 605, 287) (18, 15, 622, 304) 6087
(71, 35, 374, 287) (75, 41, 382, 293) 34975
(19, 19, 589, 277) (18, 15, 622, 304) 8100
(23, 27, 601, 268) (28, 24, 612, 318) 13044
(43, 62, 581, 268) (28, 24, 612, 318) 73789
(24, 29, 411, 262) (27, 31, 420, 265) 10347
(71, 60, 374, 262) (75, 74, 382, 265) 76510
(24, 28, 317, 226) (26, 31, 316, 225) 9743

( 5,  0,  6) -> ( 9,  0,  6)
(21, 24, 414, 355) (23, 33, 430, 372) 10840
(37, 15, 83, 351) (16, 17, 0, 380) 8938
(25, 17, 56, 350) (16, 17, 0, 380) 5640
(67, 28, 53, 342) (16, 17, 0, 380) 50208
(22, 16, 216, 337) (27, 18, 198, 358) 4911
(20, 13, 344, 321) (23, 33, 430, 372) 12245
(71, 35, 374, 287) (78, 41, 387, 295) 41914
(24, 29, 411, 262) (30, 31, 427, 267) 12257
(71, 60, 374, 262) (78, 69, 387, 267) 47388
(24, 28, 317, 226) (28, 33, 319, 224) 9194

( 6,  0,  6) -> ( 7,  0,  6)
(48, 14, 49, 363) (20, 22, 37, 363) 13112
(21, 23, 417, 360) (22, 28, 422, 364) 12315
(32, 19, 78, 358) (20, 22, 37, 363) 6320
(17, 18, 38, 356) (20, 22, 37, 363) 3772
(23, 25, 47, 347) (20, 22, 37, 363) 15926
(72, 30, 38, 347) (20, 22, 37, 363) 55914
(23, 17, 212, 341) (24, 18, 208, 346) 8322
(14, 30, 187, 327) (20, 22, 37, 363) 17302
(34, 16, 347, 322) (21, 14, 349, 328) 27946
(18, 17, 593, 314) (28, 20, 602, 315) 3562
(18, 15, 600, 296) (21, 23, 610, 295) 3704
(22, 34, 613, 291) (22, 15, 610, 288) 25980
(72, 36, 378, 289) (74, 39, 380, 290) 34709
(19, 26, 601, 277) (22, 15, 610, 288) 8674
(20, 24, 617, 274) (22, 15, 610, 288) 16322
(15, 19, 617, 267) (22, 15, 610, 288) 8697
(44, 72, 593, 267) (28, 20, 602, 315) 92003
(28, 30, 414, 262) (25, 31, 419, 263) 20564
(72, 64, 378, 261) (74, 73, 380, 263) 95214
(24, 29, 317, 225) (25, 30, 318, 225) 9135

( 6,  0,  6) -> ( 8,  0,  6)
(18, 22, 322, 401) (20, 28, 321, 413) 11092
(21, 23, 417, 360) (23, 35, 422, 366) 7808
(23, 17, 212, 341) (26, 18, 200, 351) 7228
(14, 30, 187, 327) (58, 84, 151, 287) 10700
(34, 16, 347, 322) (23, 35, 422, 366) 28793
(18, 17, 593, 314) (28, 24, 612, 318) 8084
(18, 15, 600, 296) (18, 15, 622, 304) 6306
(22, 34, 613, 291) (28, 24, 612, 318) 20152
(72, 36, 378, 289) (75, 41, 382, 293) 31194
(19, 26, 601, 277) (28, 24, 612, 318) 10806
(20, 24, 617, 274) (28, 24, 612, 318) 8524
(15, 19, 617, 267) (28, 24, 612, 318) 8210
(44, 72, 593, 267) (28, 24, 612, 318) 71750
(28, 30, 414, 262) (27, 31, 420, 265) 13878
(72, 64, 378, 261) (75, 74, 382, 265) 99557
(24, 29, 317, 225) (26, 31, 316, 225) 10982

( 6,  0,  6) -> ( 9,  0,  6)
(48, 14, 49, 363) (16, 17, 0, 380) 13232
(21, 23, 417, 360) (23, 33, 430, 372) 10297
(32, 19, 78, 358) (16, 17, 0, 380) 11359
(17, 18, 38, 356) (16, 17, 0, 380) 6019
(23, 25, 47, 347) (16, 17, 0, 380) 18616
(72, 30, 38, 347) (16, 17, 0, 380) 55165
(23, 17, 212, 341) (27, 18, 198, 358) 4968
(14, 30, 187, 327) (17, 22, 168, 346) 10023
(34, 16, 347, 322) (35, 28, 353, 322) 30409
(72, 36, 378, 289) (78, 41, 387, 295) 33124
(28, 30, 414, 262) (30, 31, 427, 267) 12187
(72, 64, 378, 261) (78, 69, 387, 267) 58934
(24, 29, 317, 225) (28, 33, 319, 224) 9465

( 7,  0,  6) -> ( 8,  0,  6)
(22, 28, 422, 364) (23, 35, 422, 366) 15071
(24, 18, 208, 346) (26, 18, 200, 351) 7978
(21, 14, 349, 328) (21, 13, 348, 333) 6692
(28, 20, 602, 315) (28, 24, 612, 318) 14394
(34, 27, 349, 315) (33, 29, 348, 317) 18648
(18, 19, 179, 310) (36, 23, 157, 348) 8166
(22, 19, 179, 310) (58, 84, 151, 287) 8649
(21, 23, 610, 295) (18, 15, 622, 304) 10679
(74, 39, 380, 290) (75, 41, 382, 293) 37982
(22, 15, 610, 288) (18, 15, 622, 304) 6024
(25, 31, 419, 263) (27, 31, 420, 265) 9217
(74, 73, 380, 263) (75, 74, 382, 265) 46119
(25, 30, 318, 225) (26, 31, 316, 225) 7955

( 7,  0,  6) -> ( 9,  0,  6)
(22, 28, 422, 364) (23, 33, 430, 372) 11874
(20, 22, 37, 363) (16, 17, 0, 380) 8446
(24, 18, 208, 346) (27, 18, 198, 358) 6918
(21, 14, 349, 328) (23, 33, 430, 372) 12591
(34, 27, 349, 315) (35, 28, 353, 322) 21999
(18, 19, 179, 310) (17, 22, 168, 346) 8403
(22, 19, 179, 310) (31, 77, 165, 295) 8117
(74, 39, 380, 290) (78, 41, 387, 295) 32218
(25, 31, 419, 263) (30, 31, 427, 267) 11828
(74, 73, 380, 263) (78, 69, 387, 267) 106643
(25, 30, 318, 225) (28, 33, 319, 224) 8755

( 8,  0,  6) -> ( 9,  0,  6)
(23, 35, 422, 366) (23, 33, 430, 372) 10831
(26, 18, 200, 351) (27, 18, 198, 358) 8087
(36, 23, 157, 348) (17, 22, 168, 346) 20441
